,Vo,Mo
1440.0,-1556253637099.1626,-5.3449901702751e+16
1445.0,-1559573873296.3174,-5.356393600547471e+16
1450.0,-1562958112698.8237,-5.368016851352508e+16
1455.0,-1566399741078.1272,-5.379837205964758e+16
1460.0,-1569892369978.3257,-5.391832723080321e+16
1465.0,-1573429839452.0408,-5.403982246213259e+16
1470.0,-1577006219253.103,-5.416265407791908e+16
1475.0,-1580615808661.7795,-5.428662628558612e+16
1480.0,-1584253135070.5085,-5.441155112712402e+16
1485.0,-1587912951416.6318,-5.453724839091646e+16
1490.0,-1591590232516.2214,-5.4663545485824984e+16
1495.0,-1595280170331.137,-5.479027727863489e+16
1500.0,-1598978168189.5735,-5.491728589555857e+16
1505.0,-1602679833977.9905,-5.5044420488410744e+16
1510.0,-1606380972329.289,-5.517153696630951e+16
1515.0,-1610077575847.7688,-5.52984976942954e+16
1520.0,-1613765815433.4314,-5.542517116101726e+16
1525.0,-1617442029793.177,-5.555143161849186e+16
1530.0,-1621102714251.2603,-5.5677158697796264e+16
1535.0,-1624744508994.3047,-5.580223700534011e+16
1540.0,-1628364186906.6592,-5.5926555705068e+16
1545.0,-1631958641169.893,-5.605000809256122e+16
1550.0,-1635524872815.25,-5.617249116752377e+16
1555.0,-1639059978429.3208,-5.629390521153084e+16
1560.0,-1642561138220.852,-5.6414153378180456e+16
1565.0,-1646025604660.7817,-5.653314130293281e+16
1570.0,-1649450691908.1323,-5.6650776739940024e+16
1575.0,-1652833766230.493,-5.676696923303539e+16
1580.0,-1656172237618.9463,-5.688162982774596e+16
1585.0,-1659463552783.4255,-5.6994670830716456e+16
1590.0,-1662705189695.074,-5.710600562226534e+16
1595.0,-1665894653815.8071,-5.721554852688814e+16
1600.0,-1669029476121.6284,-5.732321474536784e+16
1605.0,-1672107212987.4207,-5.742892035081796e+16
1610.0,-1675125447960.5369,-5.7532582349597016e+16
1615.0,-1678081795411.5505,-5.763411880669433e+16
1620.0,-1680973906014.3591,-5.773344903394555e+16
1625.0,-1683799473974.7134,-5.783049383829819e+16
1630.0,-1686556245896.126,-5.792517582631338e+16
1635.0,-1689242031145.2236,-5.801741976016631e+16
1640.0,-1691854713555.3582,-5.8107152959609624e+16
1645.0,-1694392264288.1145,-5.819430574370489e+16
1650.0,-1696852755657.1807,-5.8278811905606744e+16
1655.0,-1699234375707.5159,-5.8360609213287896e+16
1660.0,-1701535443334.3247,-5.8439639928803896e+16
1665.0,-1703754423720.5303,-5.851585133849679e+16
1670.0,-1705889943867.9578,-5.858919628641736e+16
1675.0,-1707940807996.418,-5.865963370321031e+16
1680.0,-1709906012586.6807,-5.872712912276874e+16
1685.0,-1711784760848.2832,-5.879165517913449e+16
1690.0,-1713576476401.3289,-5.885319207640278e+16
1695.0,-1715280815972.828,-5.891172802478106e+16
1700.0,-1716897680922.1428,-5.896725963643312e+16
1705.0,-1718427227425.569,-5.901979227527103e+16
1710.0,-1719869875165.9902,-5.906934035540336e+16
1715.0,-1721226314390.6008,-5.911592758353433e+16
1720.0,-1722497511219.593,-5.9159587141291976e+16
1725.0,-1723684711112.0676,-5.920036180426566e+16
1730.0,-1724789440421.1167,-5.9238303995415736e+16
1735.0,-1725813505996.4443,-5.9273475771425496e+16
1740.0,-1726758992819.0317,-5.9305948741463176e+16
1745.0,-1727628259678.1057,-5.933580391870637e+16
1750.0,-1728423932926.4136,-5.936313150586552e+16
1755.0,-1729148898375.469,-5.938803061682414e+16
1760.0,-1729806291417.0107,-5.941060893735805e+16
1765.0,-1730399485478.94,-5.943098232865169e+16
1770.0,-1730932078942.0125,-5.944927437794889e+16
1775.0,-1731407880656.1738,-5.946561590110787e+16
1780.0,-1731830894201.1646,-5.94801444020281e+16
1785.0,-1732205301034.0508,-5.9493003493848056e+16
1790.0,-1732535442656.964,-5.950434228649217e+16
1795.0,-1732825801923.107,-5.951431474462099e+16
1800.0,-1733080983580.2646,-5.952307901939362e+16
1805.0,-1733305694131.6135,-5.953079675678221e+16
1810.0,-1733504721076.7861,-5.953763238460153e+16
1815.0,-1733682911584.8638,-5.954375238002776e+16
1820.0,-1733845150646.77,-5.954932451923728e+16
1825.0,-1733996338757.0923,-5.955451711088347e+16
1830.0,-1734141369182.833,-5.955949821538659e+16
1835.0,-1734285104886.9773,-5.956443485236821e+16
1840.0,-1734432355186.6877,-5.956949219897136e+16
1845.0,-1734587852238.2966,-5.9574832782231976e+16
1850.0,-1734756227453.146,-5.958061566907531e+16
1855.0,-1734941987959.2156,-5.958699565788497e+16
1860.0,-1735149493232.8127,-5.959412247591267e+16
