,Vo,Mo
1485.0,-1128677259990.061,-6.582445780262036e+16
1490.0,-1128498957723.186,-6.5814059214416216e+16
1495.0,-1128359933779.5564,-6.5805951338023736e+16
1500.0,-1128260751030.2317,-6.580016700008311e+16
1505.0,-1128201761458.6118,-6.579672672826625e+16
1510.0,-1128183109073.4915,-6.579563892116602e+16
1515.0,-1128204733518.6663,-6.579690005880861e+16
1520.0,-1128266374351.1982,-6.580049495216187e+16
1525.0,-1128367575965.6309,-6.580639703031559e+16
1530.0,-1128507693146.0396,-6.581456866427703e+16
1535.0,-1128685897231.6917,-6.5824961526552264e+16
1540.0,-1128901182884.6118,-6.583751698583056e+16
1545.0,-1129152375447.3638,-6.585216653609026e+16
1550.0,-1129438138876.1052,-6.586883225925445e+16
1555.0,-1129756984227.9827,-6.5887427320175944e+16
1560.0,-1130107278674.826,-6.590785649231585e+16
1565.0,-1130487255008.4111,-6.593001671209054e+16
1570.0,-1130895021597.2307,-6.59537976595505e+16
1575.0,-1131328572751.0066,-6.5979082362838696e+16
1580.0,-1131785799446.6895,-6.6005747823730936e+16
1585.0,-1132264500367.5154,-6.60336656614335e+16
1590.0,-1132762393204.2815,-6.60627027716737e+16
1595.0,-1133277126165.6035,-6.6092721997978e+16
1600.0,-1133806289642.454,-6.612358281194792e+16
1605.0,-1134347427972.678,-6.615514199936658e+16
1610.0,-1134898051253.5588,-6.618725434910756e+16
1615.0,-1135455647153.8882,-6.621977334201475e+16
1620.0,-1136017692679.7773,-6.6252551837084616e+16
1625.0,-1136581665849.425,-6.628544275233846e+16
1630.0,-1137145057231.1953,-6.631829973772331e+16
1635.0,-1137705381297.8782,-6.635097783729226e+16
1640.0,-1138260187548.829,-6.638333413784771e+16
1645.0,-1138807071350.1367,-6.641522840113997e+16
1650.0,-1139343684439.522,-6.644652367651292e+16
1655.0,-1139867745037.719,-6.647708689059978e+16
1660.0,-1140377047503.868,-6.650678941042557e+16
1665.0,-1140869471470.685,-6.653550757617035e+16
1670.0,-1141342990396.027,-6.65631231998963e+16
1675.0,-1141795679470.5933,-6.6589524026725e+16
1680.0,-1142225722826.905,-6.66146041552651e+16
1685.0,-1142631420002.2134,-6.663826441452908e+16
1690.0,-1143011191617.122,-6.666041269511056e+16
1695.0,-1143363584241.786,-6.668096423298096e+16
1700.0,-1143687274431.7107,-6.669984184485737e+16
1705.0,-1143981071924.4233,-6.671697611463237e+16
1710.0,-1144243921995.7551,-6.673230553079244e+16
1715.0,-1144474906980.326,-6.674577657509261e+16
1720.0,-1144673246966.0566,-6.675734376306042e+16
1725.0,-1144838299677.8486,-6.6766969637212136e+16
1730.0,-1144969559570.945,-6.677462471417752e+16
1735.0,-1145066656160.019,-6.678028738725231e+16
1740.0,-1145129351615.8235,-6.678394378623483e+16
1745.0,-1145157537667.058,-6.6785587596742824e+16
1750.0,-1145151231850.0925,-6.67852198414974e+16
1755.0,-1145110573152.5964,-6.678284862625943e+16
1760.0,-1145035817098.643,-6.677848885319287e+16
1765.0,-1144927330322.9795,-6.677216190443616e+16
1770.0,-1144785584681.7996,-6.676389529864255e+16
1775.0,-1144611150947.6467,-6.675372232326675e+16
1780.0,-1144404692137.5334,-6.674168164546095e+16
1785.0,-1144166956525.4902,-6.672781690456659e+16
1790.0,-1143898770392.6052,-6.671217628929674e+16
1795.0,-1143601030569.0557,-6.6694812102787336e+16
1800.0,-1143274696824.1584,-6.667578031878492e+16
1805.0,-1142920784162.2083,-6.665514013233998e+16
1810.0,-1142540355083.6118,-6.663295350847625e+16
1815.0,-1142134511872.5144,-6.660928473240504e+16
1820.0,-1141704388973.9548,-6.658419996496104e+16
1825.0,-1141251145525.16,-6.655776680702732e+16
1830.0,-1140775958106.091,-6.653005387674723e+16
1835.0,-1140280013773.4116,-6.650113040326537e+16
1840.0,-1139764503439.923,-6.647106584061631e+16
1845.0,-1139230615658.5332,-6.643992950520566e+16
1850.0,-1138679530865.6565,-6.6407790240085096e+16
1855.0,-1138112416132.8623,-6.637471610886853e+16
1860.0,-1137530420467.0674,-6.634077412163938e+16
1865.0,-1136934670688.8716,-6.6306029994574984e+16
1870.0,-1136326267906.7412,-6.6270547944321144e+16
1875.0,-1135706284592.5369,-6.623439051743675e+16
1880.0,-1135075762251.9253,-6.619761845453229e+16
1885.0,-1134435709672.3384,-6.616029058809077e+16
1890.0,-1133787101722.2053,-6.612246377243901e+16
1895.0,-1133130878668.2532,-6.608419284393253e+16
1900.0,-1132467945971.735,-6.60455306090716e+16
1905.0,-1131799174518.6934,-6.600652785793019e+16
1910.0,-1131125401234.0278,-6.5967233399968504e+16
1915.0,-1130447430025.1733,-6.5927694119068104e+16
1920.0,-1129766032998.8303,-6.588795504449178e+16
1925.0,-1129081951893.0554,-6.584805943440299e+16
1930.0,-1128395899666.5889,-6.5808048868555464e+16
1935.0,-1127708562187.797,-6.576796334679232e+16
