,Vo,Mo
1325.0,-490721821566.20337,-7360827323493050.0
1330.0,-490900050135.0184,-7363500752025275.0
1335.0,-491055402166.83923,-7365831032502588.0
1340.0,-491189439251.8311,-7367841588777466.0
1345.0,-491303652403.07574,-7369554786046136.0
1350.0,-491399454465.8899,-7370991816988348.0
1355.0,-491478173698.6594,-7372172605479891.0
1360.0,-491541048542.45355,-7373115728136803.0
1365.0,-491589223585.40894,-7373838353781134.0
1370.0,-491623746717.439,-7374356200761585.0
1375.0,-491645567461.3343,-7374683511920014.0
1380.0,-491655536457.8642,-7374833046867962.0
1385.0,-491654406075.0906,-7374816091126358.0
1390.0,-491642832105.74396,-7374642481586159.0
1395.0,-491621376511.11084,-7374320647666662.0
1400.0,-491590511165.31586,-7373857667479737.0
1405.0,-491550622549.9597,-7373259338249395.0
1410.0,-491502017345.56665,-7372530260183499.0
1415.0,-491444928862.9176,-7371673932943764.0
1420.0,-491379524253.7857,-7370692863806785.0
1425.0,-491305912436.546,-7369588686548190.0
1430.0,-491224152667.3493,-7368362290010239.0
1435.0,-491134263681.8372,-7367013955227558.0
1440.0,-491036233325.6761,-7365543499885141.0
1445.0,-490930028584.5026,-7363950428767539.0
1450.0,-490815605915.3519,-7362234088730278.0
1455.0,-490692921772.50806,-7360393826587620.0
1460.0,-490561943211.3182,-7358429148169772.0
1465.0,-490422658444.2843,-7356339876664265.0
1470.0,-490275087215.19696,-7354126308227954.0
1475.0,-490119290849.735,-7351789362746025.0
1480.0,-489955381835.3655,-7349330727530482.0
1485.0,-489783532779.9747,-7346752991699620.0
1490.0,-489603984597.8514,-7344059768967770.0
1495.0,-489417053773.7063,-7341255806605594.0
1500.0,-489223138560.56274,-7338347078408441.0
1505.0,-489022723975.7201,-7335340859635801.0
1510.0,-488816385470.60266,-7332245782059040.0
1515.0,-488604791165.1248,-7329071867476872.0
1520.0,-488388702555.1036,-7325830538326553.0
1525.0,-488168973622.03296,-7322534604330494.0
1530.0,-487946548297.94385,-7319198224469157.0
1535.0,-487722456263.7891,-7315836843956837.0
1540.0,-487497807087.4459,-7312467106311688.0
1545.0,-487273782736.5915,-7309106741048872.0
1550.0,-487051628531.91565,-7305774427978734.0
1555.0,-486832642636.8451,-7302489639552676.0
1560.0,-486618164210.60504,-7299272463159075.0
1565.0,-486409560381.3946,-7296143405720919.0
1570.0,-486208212225.0359,-7293123183375538.0
1575.0,-486015499960.9801,-7290232499414702.0
1580.0,-485832787601.32764,-7287491814019914.0
1585.0,-485661407308.8707,-7284921109633060.0
1590.0,-485502643736.4728,-7282539656047091.0
1595.0,-485357718631.7619,-7280365779476428.0
1600.0,-485227775997.608,-7278416639964120.0
1605.0,-485113868099.68335,-7276708021495249.0
1610.0,-485016942607.1518,-7275254139107276.0
1615.0,-484937831140.85236,-7274067467112785.0
1620.0,-484877239484.98914,-7273158592274836.0
1625.0,-484835739693.2229,-7272536095398343.0
1630.0,-484813764288.28436,-7272206464324265.0
1635.0,-484811602716.1558,-7272174040742337.0
1640.0,-484829400172.1166,-7272441002581748.0
1645.0,-484867158867.41156,-7273007383011173.0
1650.0,-484924741753.17053,-7273871126297557.0
1655.0,-485001878663.89905,-7275028179958485.0
1660.0,-485098174788.1076,-7276472621821613.0
1665.0,-485213121320.3526,-7278196819805288.0
1670.0,-485346108099.1925,-7280191621487887.0
1675.0,-485496437991.32574,-7282446569869886.0
1680.0,-485663342745.2534,-7284950141178801.0
1685.0,-485846000009.5733,-7287690000143599.0
1690.0,-486043551192.3668,-7290653267885502.0
1695.0,-486255119829.48236,-7293826797442235.0
1700.0,-486479830130.7473,-7297197451961209.0
1705.0,-486716825383.6769,-7300752380755152.0
1710.0,-486965285913.03827,-7304479288695574.0
1715.0,-487224446320.213,-7308366694803195.0
1720.0,-487493611756.8798,-7312404176353197.0
1725.0,-487772173021.19824,-7316582595317973.0
1730.0,-488059620299.5254,-7320894304492880.0
1735.0,-488355555411.1195,-7325333331166792.0
1740.0,-488659702445.9309,-7329895536688963.0
1745.0,-488971916715.4795,-7334578750732192.0
1750.0,-489292191963.3074,-7339382879449610.0
1755.0,-489620665804.27045,-7344309987064056.0
1760.0,-489957623381.00055,-7349364350715008.0
1765.0,-490303499241.5507,-7354552488623261.0
1770.0,-490658877455.0973,-7359883161826459.0
1775.0,-491024489993.3339,-7365367349900008.0
1780.0,-491401213414.59924,-7371018201218988.0
1785.0,-491790063896.5201,-7376850958447801.0
1790.0,-492192190671.5815,-7382882860073722.0
1795.0,-492608867928.98364,-7389133018934754.0
1800.0,-493041485255.69165,-7395622278835374.0
1805.0,-493491536699.863,-7402373050497944.0
1810.0,-493960608550.8505,-7409409128262757.0
1815.0,-494450365941.5842,-7416755489123763.0
1820.0,-494962538391.0741,-7424438075866111.0
1825.0,-495498904416.7194,-7432483566250791.0
1830.0,-496061275357.6831,-7440919130365246.0
1835.0,-496651478561.43256,-7449772178421488.0
1840.0,-497271340095.32056,-7459070101429808.0
1845.0,-497922667153.4643,-7468840007301964.0
1850.0,-498607230335.9103,-7479108455038654.0
1855.0,-499326745981.8971,-7489901189728456.0
1860.0,-500082858741.73395,-7501242881126009.0
1865.0,-500877124572.2272,-7513156868583407.0
1870.0,-501710994338.56134,-7525664915078420.0
1875.0,-502585798200.9839,-7538786973014758.0
1880.0,-503502730957.49945,-7552540964362492.0
1885.0,-504462838504.077,-7566942577561155.0
1890.0,-505467005561.66437,-7582005083424965.0
