DEP_AVE,LON_AVE,LAT_AVE,S_AVE,N_AVE,TRAN_STRESS_MPA,NORM_STRESS_MPA
38.3505134583,92.8984288022,25.291468403725,2.5,-7.5,3.7769138956191455,295.6961329481167
38.1475524902,92.85703339825,25.316397750175,2.5,-2.5,3.7769138956191455,295.6961329481167
38.6365737915,92.939803780225,25.266525201150003,2.5,-12.5,3.7769138956191455,295.6961329481167
38.8865013123,92.9811651556,25.24157277535,2.5,-17.5,3.7769138956191455,295.6961329481167
39.2652587891,93.06383356915,25.1916311018,2.5,-27.5,3.7769138956191455,295.6961329481167
39.707359314,93.105140651325,25.16664189655,2.5,-32.5,3.7769138956191455,295.6961329481167
38.1882209778,92.871021253125,25.254273157425004,7.5,-7.5,4.006644001637596,295.0904282442628
39.8410606384,93.1197785111,25.105580541275,7.5,-37.5,4.006644001637596,295.0904282442628
38.9763565063,92.995474071025,25.179977674725,7.5,-22.5,4.006644001637596,295.0904282442628
38.7099380493,92.9540078075,25.2047551805,7.5,-17.5,4.006644001637596,295.0904282442628
38.4052429199,92.912521289125,25.2295188036,7.5,-12.5,4.006644001637596,295.0904282442628
39.3768234253,93.036926845675,25.155190928000003,7.5,-27.5,4.006644001637596,295.0904282442628
38.92928886415,92.9729267218,25.149184559575,12.5,-22.5,4.1648666936685,294.413674320047
38.2311019897,92.8454554658,25.218963948275,12.5,-7.5,4.1648666936685,294.413674320047
38.4628486633,92.88796100875,25.19571548335,12.5,-12.5,4.1648666936685,294.413674320047
37.980594635,92.802930451975,25.24219781455,12.5,-2.5,4.1648666936685,294.413674320047
39.4937171936,93.05782770995,25.1026051824,12.5,-32.5,4.1648666936685,294.413674320047
39.1707801819,92.9953764755,25.10257334265,17.5,-27.5,4.2631683172767225,293.7149007854547
39.9801940918,93.083350426425,25.060954744575,17.5,-37.5,4.2631683172767225,293.7149007854547
37.90231513975,92.77517970177502,25.206392347825,17.5,-2.5,4.2631683172767225,293.7149007854547
38.5244483948,92.907342716575,25.144140000725,17.5,-17.5,4.2631683172767225,293.7149007854547
38.2774391174,92.863303321275,25.164903849750004,17.5,-12.5,4.2631683172767225,293.7149007854547
37.8142738342,92.749455272925,25.16847904375,22.5,-2.5,4.313021818611105,293.01721371970086
38.4596939087,92.883633869925,25.10980527315,22.5,-17.5,4.313021818611105,293.01721371970086
38.870716095,92.928333332925,25.090222308725,22.5,-22.5,4.313021818611105,293.01721371970086
39.2766227722,93.017686473075,25.0510135544,22.5,-32.5,4.313021818611105,293.01721371970086
39.6163902283,93.06234016842498,25.031387803425,22.5,-37.5,4.313021818611105,293.01721371970086
38.0423240662,92.7941948459,25.14893365365,22.5,-7.5,4.313021818611105,293.01721371970086
37.95804595945,92.77284023485,25.10885636095,27.5,-7.5,4.323581776943229,292.33270125201614
39.7451095581,93.042066448225,24.9935428412,27.5,-37.5,4.323581776943229,292.33270125201614
38.6634025574,92.90751805875,25.051261608975,27.5,-22.5,4.323581776943229,292.33270125201614
39.3887901306,92.99723197915002,25.012796779225003,27.5,-32.5,4.323581776943229,292.33270125201614
38.9596824646,92.9523806438,25.032034579675003,27.5,-27.5,4.323581776943229,292.33270125201614
38.7421455383,92.88820547810002,25.013397586375,32.5,-22.5,4.302056917566006,291.6684171836208
39.69371795655,93.02378078775,24.957767051825,32.5,-37.5,4.302056917566006,291.6684171836208
39.0550765991,92.9334099703,24.99486681345,32.5,-27.5,4.302056917566006,291.6684171836208
37.8650970459,92.75250468975,25.068902348925,32.5,-7.5,4.302056917566006,291.6684171836208
37.599773407,92.707245610575,25.087378350675,32.5,-2.5,4.302056917566006,291.6684171836208
38.1200866699,92.797752844475,25.0504153729,32.5,-12.5,4.302056917566006,291.6684171836208
38.3847732544,92.8429846191,25.031911954250003,32.5,-17.5,4.302056917566006,291.6684171836208
37.6152153015,92.68725767375,25.046269262800003,37.5,-2.5,4.254283004797344,291.02884022828187
39.6326141357,93.004894859525,24.9190747699,37.5,-37.5,4.254283004797344,291.02884022828187
38.3073272705,92.823467595725,24.991839110875,37.5,-17.5,4.254283004797344,291.02884022828187
37.8980979919,92.73267350685,25.02813874945,37.5,-7.5,4.254283004797344,291.02884022828187
39.1571578979,92.959559485275,24.9372878214,37.5,-32.5,4.254283004797344,291.02884022828187
38.8275985718,92.9142080335,24.9554844098,37.5,-27.5,4.254283004797344,291.02884022828187
37.6353797913,92.712934171275,24.9875662194,42.5,-7.5,4.185149288090997,290.41695680720596
39.2659721375,92.940888999775,24.8991341508,42.5,-32.5,4.185149288090997,290.41695680720596
38.2207984924,92.804154850875,24.952234462275,42.5,-17.5,4.185149288090997,290.41695680720596
38.5164871216,92.849746859725,24.93454914315,42.5,-22.5,4.185149288090997,290.41695680720596
38.9198646545,92.89532316325,24.916847186675,42.5,-27.5,4.185149288090997,290.41695680720596
37.3745918274,92.667305494025,25.005212633075,42.5,-2.5,4.185149288090997,290.41695680720596
38.2807426453,92.788312286825,24.9181474652,47.5,-17.5,4.098881354903824,289.83477769062756
37.9369163513,92.74179786605,24.933613761175,47.5,-12.5,4.098881354903824,289.83477769062756
37.3880004883,92.64873174035,24.964500125300003,47.5,-2.5,4.098881354903824,289.83477769062756
38.5923461914,92.834817386975,24.902669626025,47.5,-22.5,4.098881354903824,289.83477769062756
37.660774231,92.695269463825,24.94906272585,47.5,-7.5,4.098881354903824,289.83477769062756
39.7641029358,92.97425812645,24.856143906250004,47.5,-37.5,4.098881354903824,289.83477769062756
37.9817619324,92.72930249852502,24.897985232550003,52.5,-12.5,3.9992244484556063,289.28360450105595
